symbol,date,regime,confirmed,taken,net,gross,win
AABS,2024-05-08,TRENDING_UP,False,True,-1.009728198472522,-0.16472819847252185,False
AABS,2025-03-04,RANGING,False,False,,,False
AABS,2025-02-17,RANGING,False,True,1.141795838746881,2.188289222055154,True
AABS,2025-01-23,TRENDING_UP,False,False,,,False
AABS,2025-11-04,VOLATILE,False,False,,,False
AABS,2026-01-06,TRENDING_UP,False,False,,,False
AATM,2024-09-24,TRENDING_UP,False,False,,,False
AATM,2025-03-04,RANGING,False,True,1.9683171641790997,3.1606672519754118,True
AATM,2024-11-13,TRENDING_UP,False,True,-0.845,0.0,False
AATM,2024-09-26,TRENDING_UP,False,False,,,False
AATM,2025-07-22,TRENDING_UP,False,True,-8.845,-8.0,False
AATM,2026-05-20,VOLATILE,False,False,,,False
AATM,2025-11-25,TRENDING_UP,False,True,-2.021470588235294,-1.1764705882352942,False
ABL,2023-05-10,RANGING,False,True,-0.0912698046454471,0.7537301953545529,False
ABL,2025-05-15,TRENDING_UP,False,True,-0.07365013774104368,0.7713498622589563,False
ABL,2025-11-20,VOLATILE,False,False,,,False
ABL,2022-06-17,RANGING,False,False,,,False
ABL,2020-09-25,RANGING,False,True,-0.845,0.0,False
ABL,2025-09-22,TRENDING_UP,False,False,,,False
ABL,2024-04-25,TRENDING_UP,False,False,,,False
ABL,2024-06-28,TRENDING_UP,False,False,,,False
ABL,2023-12-01,TRENDING_UP,False,False,,,False
ABL,2021-02-15,TRENDING_UP,False,False,,,False
ABL,2026-01-16,TRENDING_UP,False,False,,,False
ABL,2025-07-30,TRENDING_UP,False,True,-0.23093124623060224,0.6140687537693977,False
ABL,2024-12-24,TRENDING_UP,False,True,-3.837424242424234,-2.9924242424242338,False
ABL,2024-01-25,TRENDING_UP,False,False,,,False
ABL,2026-02-18,VOLATILE,False,False,,,False
ABOT,2022-07-21,TRENDING_DOWN,False,True,-1.9561111111111111,-1.1111111111111112,False
ABOT,2022-03-28,RANGING,False,True,-0.845,0.0,False
ABOT,2024-04-16,TRENDING_UP,False,True,0.0169040171483003,0.8648870789980003,True
ABOT,2021-06-22,TRENDING_UP,False,False,,,False
ABOT,2020-11-05,TRENDING_UP,False,True,-0.6838866512034933,0.16111334879650663,False
ABOT,2024-01-19,VOLATILE,False,True,-0.8688038562247138,-0.023803856224713812,False
