symbol,date,regime,confirmed,taken,net,gross,win
AABS,2024-01-01,TRENDING_UP,False,False,,,False
AABS,2024-02-06,RANGING,False,True,-0.845,0.0,False
AABS,2024-08-21,RANGING,False,False,,,False
AABS,2024-12-12,TRENDING_UP,False,False,,,False
AABS,2025-05-05,VOLATILE,False,True,-6.472819846442042,-5.627819846442042,False
AABS,2025-08-04,TRENDING_UP,False,True,9.366256896301593,11.864125760354815,True
AATM,2024-05-31,TRENDING_UP,False,False,,,False
AATM,2024-08-13,RANGING,False,False,,,False
AATM,2024-11-22,TRENDING_UP,False,True,4.593420051554444,6.249023590064052,True
AATM,2025-01-01,TRENDING_UP,False,False,,,False
AATM,2025-06-02,TRENDING_UP,False,False,,,False
AATM,2026-04-10,VOLATILE,False,True,12.402262820512828,15.435897435897445,True
AATM,2026-06-30,TRENDING_UP,False,False,,,False
ABL,2020-07-28,RANGING,False,True,0.5136340579710175,1.4492753623188441,True
ABL,2021-01-08,TRENDING_UP,False,False,,,False
ABL,2021-10-12,VOLATILE,False,False,,,False
ABL,2021-12-30,RANGING,False,True,-0.8328048780487742,0.012195121951225752,False
ABL,2023-05-02,RANGING,False,True,-2.842041420118335,-1.997041420118335,False
ABL,2023-07-10,TRENDING_UP,False,True,0.45867307692307085,1.3846153846153775,True
ABL,2023-10-16,TRENDING_UP,False,True,-0.886811846689897,-0.041811846689897056,False
ABL,2024-04-17,TRENDING_UP,False,True,6.9299537593148735,8.997886775664558,True
ABL,2024-06-20,TRENDING_UP,False,False,,,False
ABL,2024-10-09,TRENDING_UP,False,True,-0.8627746178457127,-0.01777461784571278,False
ABL,2024-11-28,TRENDING_UP,False,False,,,False
ABL,2025-06-04,TRENDING_UP,False,True,0.2148652308251489,1.0977826245001752,True
ABL,2025-10-02,TRENDING_UP,False,False,,,False
ABL,2026-01-02,TRENDING_UP,False,True,3.9725804315711764,5.51862403714256,True
ABL,2026-04-08,VOLATILE,False,False,,,False
ABOT,2020-04-14,TRENDING_DOWN,False,False,,,False
ABOT,2020-05-19,RANGING,False,False,,,False
ABOT,2020-08-11,TRENDING_UP,False,True,-1.46902496099844,-0.62402496099844,False
ABOT,2021-04-26,TRENDING_UP,False,True,-0.845,0.0,False
ABOT,2021-06-14,TRENDING_UP,False,False,,,False
ABOT,2023-02-09,VOLATILE,False,True,-2.46537037037037,-1.6203703703703702,False
ABOT,2023-07-11,TRENDING_UP,False,True,-0.845,0.0,False
ABOT,2023-10-13,TRENDING_UP,False,False,,,False
ABOT,2024-02-21,VOLATILE,False,False,,,False
ABOT,2024-04-04,TRENDING_UP,False,False,,,False
ABOT,2024-06-13,TRENDING_UP,False,False,,,False
ABOT,2024-08-23,TRENDING_UP,False,True,-8.844999999999994,-7.999999999999993,False
ABOT,2024-10-25,TRENDING_UP,False,False,,,False
ABOT,2025-07-07,TRENDING_UP,False,True,-2.663181818181818,-1.8181818181818181,False
ABOT,2025-08-07,TRENDING_UP,False,False,,,False
ABOT,2025-09-23,TRENDING_UP,False,False,,,False
ABOT,2026-01-01,TRENDING_UP,False,False,,,False
ABOT,2026-06-15,TRENDING_UP,False,False,,,False
ACIETF,2024-04-26,TRENDING_UP,False,True,-0.845,0.0,False
ACIETF,2024-07-09,TRENDING_UP,False,True,-1.7709259259259391,-0.925925925925939,False
ACIETF,2024-10-25,TRENDING_UP,False,True,2.5277535523978667,3.818827708703372,True
ACIETF,2025-03-07,TRENDING_UP,False,False,,,False
ACIETF,2025-05-22,TRENDING_UP,False,True,-2.1817281985996235,-1.3367281985996233,False
ACIETF,2025-07-08,TRENDING_UP,False,True,-1.2814089775561004,-0.4364089775561004,False
ACIETF,2026-04-09,VOLATILE,False,False,,,False
ACIETF,2026-06-16,TRENDING_UP,False,True,-1.5079834254143702,-0.6629834254143702,False
ACPL,2020-03-05,VOLATILE,False,True,-1.6783333333333386,-0.8333333333333385,False
ACPL,2020-04-14,TRENDING_DOWN,False,False,,,False
ACPL,2020-07-13,RANGING,False,False,,,False
ACPL,2020-12-15,TRENDING_UP,False,False,,,False
ACPL,2021-01-27,TRENDING_UP,False,True,-0.845,0.0,False
ACPL,2021-05-28,TRENDING_UP,False,False,,,False
ACPL,2021-11-01,RANGING,False,False,,,False
ACPL,2022-08-05,RANGING,False,False,,,False
ACPL,2023-03-10,RANGING,False,False,,,False
ACPL,2023-04-27,RANGING,False,False,,,False
ACPL,2023-07-03,RANGING,False,False,,,False
ACPL,2023-10-05,TRENDING_UP,False,False,,,False
ACPL,2023-12-04,TRENDING_UP,False,False,,,False
ACPL,2024-03-20,TRENDING_UP,False,True,-0.845,0.0,False
ACPL,2024-10-16,TRENDING_UP,False,False,,,False
ACPL,2025-04-15,TRENDING_UP,False,False,,,False
